City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
442,Wanning,CN,18.8003,110.3967,67.01,78,100,9.98,overcast clouds
443,General Pico,AR,-35.6566,-63.7568,65.95,24,8,16.55,clear sky
444,Phan Thiet,VN,10.9333,108.1,78.67,70,98,9.95,overcast clouds
445,Praia,CV,14.9215,-23.5087,75.74,57,20,12.66,few clouds
446,Endicott,US,42.0984,-76.0494,43.05,87,100,6.91,light rain
447,Ligayan,PH,4.6533,119.4706,81.57,73,100,9.19,overcast clouds
448,Konstantinovka,RU,49.6167,127.9833,38.71,66,51,14.36,broken clouds
449,Bell Ville,AR,-32.6259,-62.6887,80.8,33,0,6.93,clear sky
450,Sabha,LY,27.0377,14.4283,90.39,5,0,10.71,clear sky
451,Bassar,TG,9.25,0.7833,88.45,39,99,6.71,overcast clouds
452,Coihaique,CL,-45.5752,-72.0662,46.2,81,91,11.16,overcast clouds
453,Sisimiut,GL,66.9395,-53.6735,35.35,88,75,1.43,broken clouds
454,Deputatskiy,RU,69.3,139.9,-19.26,99,47,2.39,scattered clouds
455,Manokwari,ID,-0.8667,134.0833,77.85,81,100,3.65,overcast clouds
456,Pangai,TO,-19.8,-174.35,81.03,74,9,9.24,clear sky
457,Burgeo,CA,47.6167,-57.6152,35.08,87,72,24.92,broken clouds
458,Portland,US,45.5234,-122.6762,49.98,79,100,7.0,overcast clouds
459,West Wendover,US,40.7391,-114.0733,48.97,23,81,2.71,broken clouds
460,Tulu Bolo,ET,8.6667,38.2167,70.88,34,95,14.32,overcast clouds
461,Nabire,ID,-3.3667,135.4833,75.74,87,76,4.03,broken clouds
462,Koster,ZA,-25.863,26.8976,59.32,84,97,5.41,light rain
463,Flin Flon,CA,54.7682,-101.865,32.41,78,100,7.18,overcast clouds
464,Yongchang,CN,30.0381,119.7317,42.4,77,25,3.0,scattered clouds
465,Derzhavinsk,KZ,51.1,66.3167,38.88,89,100,12.46,overcast clouds
466,Mut,TR,36.6439,33.4389,67.19,44,99,3.49,overcast clouds
467,Kavaratti,IN,10.5669,72.642,82.69,72,61,8.1,broken clouds
468,Garango,BF,11.8,-0.5506,99.52,24,100,4.47,overcast clouds
469,Barra Patuca,HN,15.8,-84.2833,85.26,61,73,10.74,broken clouds
470,Lensk,RU,60.7253,114.9278,13.15,91,99,7.54,overcast clouds
471,Cap-Aux-Meules,CA,47.3821,-61.8597,31.05,80,9,24.72,clear sky
472,Tete,MZ,-16.1564,33.5867,79.23,77,87,3.83,overcast clouds
473,Avera,US,33.194,-82.5271,70.92,35,0,12.91,clear sky
474,Moussoro,TD,13.6408,16.4901,96.69,6,100,6.78,overcast clouds
475,Prado,BR,-17.3411,-39.2208,84.15,58,19,8.14,few clouds
476,Nantucket,US,41.2835,-70.0995,50.11,76,20,13.8,few clouds
477,Innisfail,AU,-17.5333,146.0333,74.8,90,86,4.23,overcast clouds
478,Asmara,ER,15.3333,38.9333,62.01,59,9,5.44,clear sky
479,Nedjo,ET,9.5046,35.5019,73.51,24,100,2.86,overcast clouds
480,Byron Bay,AU,-28.65,153.6167,64.94,87,26,7.65,scattered clouds
481,Sao Tome,ST,0.3365,6.7273,82.36,79,99,6.73,light rain
482,Itabira,BR,-19.6192,-43.2269,79.11,59,71,2.53,broken clouds
483,Dhidhdhoo,MV,6.8833,73.1,83.59,69,19,2.86,few clouds
484,Lokosovo,RU,61.1333,74.8167,26.69,91,100,11.81,overcast clouds
485,Ilesha,NG,7.1371,5.2583,86.86,55,94,9.08,overcast clouds
486,Sarangani,PH,5.4033,125.4636,81.19,73,87,0.85,overcast clouds
487,Severo-Kurilsk,RU,50.6789,156.125,29.08,86,22,12.39,few clouds
488,Piacabucu,BR,-10.4056,-36.4344,84.38,62,80,11.05,broken clouds
489,Kotido,UG,2.9806,34.1331,81.32,34,99,16.73,overcast clouds
490,Kloulklubed,PW,7.0419,134.2556,75.7,78,100,4.72,light rain
491,Sumbawanga,TZ,-7.9667,31.6167,59.32,90,99,1.66,overcast clouds
492,Igarka,RU,67.4667,86.5833,-5.96,100,68,1.48,broken clouds
493,Manzanillo,CU,20.3433,-77.1167,88.83,48,37,10.02,scattered clouds
494,Bogande,BF,12.9714,-0.1436,104.05,14,83,3.24,broken clouds
495,Teya,RU,60.3778,92.6267,2.01,99,77,3.47,broken clouds
496,Kurumkan,RU,54.3,110.3,8.98,83,40,5.12,scattered clouds
497,Jiaxing,CN,30.7522,120.75,42.8,81,12,5.59,few clouds
498,Aykhal,RU,66.0,111.5,3.65,99,98,7.74,overcast clouds
499,Carahue,CL,-38.7,-73.1667,60.78,40,62,6.06,broken clouds
500,Sadri,IN,25.1833,73.4333,84.76,11,0,4.81,clear sky
501,Bathsheba,BB,13.2167,-59.5167,80.87,67,76,15.64,broken clouds
502,Lakes Entrance,AU,-37.8811,147.981,58.15,93,100,22.15,overcast clouds
503,Okha,RU,53.5739,142.9478,32.68,87,100,10.51,overcast clouds
504,Broome,US,42.2506,-75.833,42.71,86,100,6.91,mist
505,Richards Bay,ZA,-28.783,32.0377,74.93,88,100,6.13,overcast clouds
506,Emerald,AU,-23.5333,148.1667,72.34,73,15,9.06,few clouds
507,Gigmoto,PH,13.7796,124.39,78.64,85,38,11.52,scattered clouds
508,Northam,GB,51.0333,-4.2167,49.6,61,56,9.86,broken clouds
509,Banjar,ID,-8.19,114.9675,76.64,89,85,3.31,overcast clouds
510,Kautokeino,NO,69.0125,23.0412,17.78,96,86,7.72,light snow
511,Timaru,NZ,-44.4,171.25,51.04,93,83,3.33,broken clouds
512,Chanika,TZ,-5.4167,38.0167,74.08,71,73,7.92,broken clouds
513,Westport,US,41.1415,-73.3579,45.32,90,100,5.75,moderate rain
514,Lokoja,NG,7.8024,6.743,101.89,21,43,2.28,scattered clouds
515,Muisne,EC,0.6,-80.0333,80.13,80,100,8.41,overcast clouds
516,Nouakchott,MR,18.0858,-15.9785,71.53,71,36,19.33,scattered clouds
517,Zhezkazgan,KZ,47.8043,67.7144,55.0,40,100,8.34,overcast clouds
518,Baglan,AF,36.1307,68.7083,65.48,35,0,2.28,clear sky
519,San Luis,AR,-33.295,-66.3356,64.69,33,7,17.98,clear sky
520,Kampene,CD,-3.6,26.6667,70.36,97,80,0.78,light rain
521,Quang Ngai,VN,15.1167,108.8,66.88,94,100,9.17,overcast clouds
522,The Valley,AI,18.217,-63.0578,83.1,57,20,16.11,few clouds
523,Bratsk,RU,56.1325,101.6142,16.29,92,60,1.97,broken clouds
524,Mangaratiba,BR,-22.9597,-44.0406,76.78,83,51,4.14,broken clouds
525,Nome,US,64.5011,-165.4064,0.59,83,59,5.77,broken clouds
526,Pimentel,PE,-6.8367,-79.9342,74.1,71,29,13.35,scattered clouds
527,Tura,IN,25.5198,90.2201,71.92,89,7,8.1,clear sky
528,Mahibadhoo,MV,3.7833,72.9667,83.16,69,8,1.79,clear sky
529,Rawson,AR,-43.3002,-65.1023,61.05,29,97,21.05,overcast clouds
530,Alfeld,DE,51.9838,9.8199,44.58,73,100,3.0,overcast clouds
531,Wenling,CN,28.3669,121.36,47.37,78,0,7.56,clear sky
532,Anadyr,RU,64.75,177.4833,-18.74,97,60,7.38,broken clouds
533,Asfi,MA,32.2994,-9.2372,61.66,74,12,13.87,few clouds
534,Zhangjiakou,CN,40.81,114.8794,47.98,27,13,3.47,few clouds
535,Awjilah,LY,29.1081,21.2869,85.5,10,0,10.51,clear sky
536,Mount Isa,AU,-20.7333,139.5,67.77,37,3,0.0,light rain
537,Vung Tau,VN,10.346,107.0843,81.12,72,100,13.58,overcast clouds
538,Belyy Yar,RU,53.6039,91.3903,40.89,87,0,4.47,light rain
539,Coahuayana,MX,18.7333,-103.6833,85.1,36,23,5.88,few clouds
540,Kedrovyy,RU,56.1667,91.8167,25.21,98,100,3.13,overcast clouds
541,Arrah,IN,25.5667,84.6667,80.49,21,0,7.18,clear sky
542,Palu,ID,-0.8917,119.8707,75.97,96,100,1.9,overcast clouds
543,Zhaoyang,CN,42.682,126.0305,42.58,60,4,9.93,clear sky
544,Hirara,JP,24.8,125.2833,68.88,71,100,25.9,overcast clouds
545,Santa Marta,CO,11.2408,-74.199,84.45,68,66,14.85,broken clouds
546,Sept-Iles,CA,50.2001,-66.3821,33.78,87,9,7.78,clear sky
547,Elizabeth City,US,36.2946,-76.2511,69.82,40,0,13.8,clear sky
548,Casma,CL,-41.0082,-73.1244,56.25,65,69,3.06,broken clouds
549,Morant Bay,JM,17.8815,-76.4093,87.71,63,7,11.52,clear sky
550,San Quintin,MX,30.4833,-115.95,60.26,66,100,6.22,overcast clouds
551,Pangnirtung,CA,66.1451,-65.7125,29.32,77,100,2.91,overcast clouds
552,Tres Pontas,BR,-21.3667,-45.5125,75.47,72,88,8.05,overcast clouds
553,Madang,PG,-5.2246,145.7966,76.33,93,100,4.23,overcast clouds
554,Port Lincoln,AU,-34.7333,135.8667,60.26,82,22,3.42,few clouds
555,San Matias,BO,-16.3667,-58.4,89.44,52,6,6.02,clear sky
556,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,75,21.85,broken clouds
557,Faya,SA,18.3851,42.4509,68.52,37,4,5.41,clear sky
558,Waterfoot,GB,53.6929,-2.2525,46.56,68,89,8.01,overcast clouds
559,Laguna,US,38.421,-121.4238,71.08,39,0,1.99,clear sky
560,Matata,NZ,-37.8833,176.75,59.05,93,10,4.5,clear sky
561,Shubarshi,KZ,48.5872,57.1869,50.16,64,75,13.85,broken clouds
562,Bulungu,CD,-4.55,18.6,76.41,79,95,1.41,light rain
563,New Richmond,US,45.123,-92.5366,45.09,48,0,3.44,clear sky
564,Carbondale,US,37.7273,-89.2168,60.06,38,0,5.75,clear sky
565,Jizan,SA,17.3333,42.6667,84.85,49,3,2.64,clear sky
566,Khani,GE,41.9563,42.9566,51.37,89,100,5.48,overcast clouds
567,Ulladulla,AU,-35.35,150.4667,63.28,56,4,9.71,clear sky
568,Buribay,RU,51.9617,58.1592,41.09,83,100,8.55,overcast clouds
569,Ahipara,NZ,-35.1667,173.1667,61.75,92,3,2.59,clear sky
570,Vetluga,RU,57.8557,45.781,29.57,96,100,8.79,light snow
571,Tangwani,PK,28.2787,68.9972,85.21,5,4,4.23,clear sky
572,Karratha,AU,-20.7377,116.8463,82.15,70,0,11.39,clear sky
573,Eyl,SO,7.9803,49.8164,79.7,74,16,12.12,few clouds
574,Nobeoka,JP,32.5833,131.6667,47.19,62,0,6.29,clear sky
575,Birin,NP,26.8865,88.0718,62.4,72,25,4.14,scattered clouds
576,Bridlington,GB,54.0831,-0.1919,49.89,60,97,13.0,overcast clouds
577,Teguise,ES,29.0605,-13.564,64.62,83,40,9.22,scattered clouds
578,Carutapera,BR,-1.195,-46.02,84.63,72,42,8.7,moderate rain
579,Sawakin,SD,19.1059,37.3321,80.91,66,99,9.4,overcast clouds
580,Buin,CL,-33.7333,-70.75,73.06,31,0,5.41,clear sky
581,Omsukchan,RU,62.5333,155.8,-7.73,100,85,2.51,overcast clouds
582,Narsaq,GL,60.9167,-46.05,43.02,65,99,3.62,overcast clouds
583,Abbeville,FR,50.1,1.8333,46.49,62,87,9.4,overcast clouds
584,Zyryanka,RU,65.75,150.85,-20.47,100,40,1.07,scattered clouds
585,Balakhta,RU,55.38,91.6,22.84,97,100,3.83,overcast clouds
586,Lafia,NG,8.4833,8.5167,99.03,26,100,4.0,overcast clouds
587,Uyemskiy,RU,64.4743,40.8524,26.65,43,40,4.47,scattered clouds
588,Nong Khai,TH,17.9167,103.0833,70.29,51,69,6.64,broken clouds
589,Pareora,NZ,-44.4871,171.2132,52.29,92,86,3.53,overcast clouds
590,Vacaria,BR,-28.5122,-50.9339,63.32,91,100,10.69,moderate rain
591,Brainerd,US,46.358,-94.2008,37.65,52,0,4.61,clear sky
592,Lahij,YE,13.1667,44.5833,80.56,39,13,5.14,few clouds
593,Alpena,US,45.0617,-83.4327,37.72,90,100,5.75,overcast clouds
594,Maine-Soroa,NE,13.2114,12.0241,97.36,5,84,8.39,broken clouds
595,Batagay-Alyta,RU,67.8006,130.4114,1.8,98,99,3.4,overcast clouds
596,Bud,US,39.447,-86.1758,55.89,63,2,10.65,clear sky
597,Santa Lucia,ES,27.9117,-15.5407,61.92,83,20,19.57,few clouds
598,Lhokseumawe,ID,5.1801,97.1507,78.24,81,100,2.28,overcast clouds
599,High Level,CA,58.5169,-117.136,26.44,91,95,7.96,overcast clouds
600,Belgrade,RS,44.804,20.4651,39.33,79,40,11.5,scattered clouds
601,Slanic-Moldova,RO,46.2,26.4333,33.46,84,100,1.77,light snow
602,Warrnambool,AU,-38.3833,142.4833,58.8,83,80,6.24,broken clouds
603,Paragominas,BR,-2.9667,-47.4833,83.77,82,61,4.92,broken clouds
604,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,82,40,16.11,scattered clouds
605,Alugan,PH,12.2188,125.4808,79.12,85,78,12.39,broken clouds
606,Hondo,JP,32.45,130.2,52.12,58,0,7.31,clear sky
607,Odweyne,SO,9.4092,45.064,77.86,43,4,13.47,clear sky
608,Nago,JP,26.5881,127.9761,64.83,80,100,15.46,overcast clouds
609,Illapel,CL,-31.6308,-71.1653,76.8,37,3,7.72,clear sky
610,Lubsko,PL,51.7847,14.972,41.92,46,95,8.1,overcast clouds
611,Verkhnetulomskiy,RU,68.6073,31.7962,24.93,97,100,3.29,overcast clouds
612,Humberto De Campos,BR,-2.5983,-43.4611,87.42,61,93,8.12,overcast clouds
613,Lima Duarte,BR,-21.8425,-43.7931,75.09,82,77,4.34,broken clouds
614,Plouzane,FR,48.3833,-4.6167,48.38,42,0,12.66,clear sky
615,Erzurum,TR,40.0,41.5,49.68,77,94,4.14,overcast clouds
616,Zharkent,KZ,44.1628,80.0,59.76,36,0,6.64,clear sky
617,Benalla,AU,-36.55,145.9833,56.86,89,100,1.07,overcast clouds
618,Ust-Tsilma,RU,65.441,52.1498,23.65,92,100,9.62,light snow
619,Yarega,RU,63.4354,53.5765,23.85,95,100,11.39,snow
620,Igrim,RU,63.1906,64.4162,25.14,95,100,15.55,snow
621,Kihei,US,20.785,-156.4656,74.84,74,40,14.97,scattered clouds
622,Ayna,PE,-12.65,-73.9167,73.44,59,73,5.12,broken clouds
623,Priego De Cordoba,ES,37.4381,-4.1952,56.08,42,100,1.95,overcast clouds
624,Adelaide,AU,-34.9333,138.6,57.29,79,0,4.61,clear sky
625,Saint Anthony,US,45.0205,-93.218,43.99,55,57,3.0,broken clouds
626,Madarounfa,NE,13.3087,7.156,101.52,5,33,6.58,scattered clouds
627,Takoradi,GH,4.8845,-1.7554,85.78,72,95,15.14,overcast clouds
628,Ajdabiya,LY,30.7554,20.2263,82.62,14,0,6.26,clear sky
629,Borogontsy,RU,62.6683,131.1683,15.53,97,100,4.03,light snow
630,Kuusamo,FI,65.9667,29.1833,23.04,63,40,4.61,scattered clouds
631,Yulara,AU,-25.2406,130.9889,63.0,29,0,7.47,clear sky
632,Port-Cartier,CA,50.0334,-66.8654,33.1,91,8,8.16,clear sky
633,Port Hardy,CA,50.6996,-127.4199,39.38,93,75,5.75,broken clouds
634,Paracuru,BR,-3.41,-39.0306,83.1,78,37,10.87,scattered clouds
635,Cordoba,AR,-31.4135,-64.1811,82.42,26,0,21.85,clear sky
636,Verkhoyansk,RU,67.5447,133.385,-5.66,100,97,2.26,overcast clouds
637,La Tuque,CA,47.4334,-72.7824,36.84,86,100,7.49,overcast clouds
638,Aripuana,BR,-9.1667,-60.6333,89.44,55,48,0.81,scattered clouds
639,Mosquera,CO,4.7059,-74.2302,66.29,55,40,8.05,scattered clouds
640,Roebourne,AU,-20.7833,117.1333,82.22,69,0,12.28,clear sky
641,Abu Kamal,SY,34.4506,40.9171,77.77,24,100,9.89,overcast clouds
642,Verkhniy Baskunchak,RU,48.2256,46.7217,60.6,52,100,10.56,moderate rain
643,San Andres,CO,12.5847,-81.7006,80.35,78,27,18.25,scattered clouds
644,Donskoye,RU,45.4552,41.9741,60.93,67,80,6.69,broken clouds
645,Lingao,CN,19.9103,109.6859,64.72,73,67,11.27,broken clouds
646,Tekeli,KZ,44.83,78.8239,39.07,50,0,11.81,clear sky
647,Trelew,AR,-43.249,-65.3051,62.85,22,93,23.02,overcast clouds
648,Arinos,BR,-15.9169,-46.1056,93.06,27,1,8.43,clear sky
649,Ryde,GB,50.73,-1.1621,48.85,63,79,5.99,broken clouds
650,Davidson,US,36.1501,-86.7833,60.64,45,0,8.05,clear sky
651,Santa Maria,BR,-29.6842,-53.8069,63.7,100,100,8.05,moderate rain
652,Glendive,US,47.1053,-104.7125,46.49,61,0,26.46,clear sky
653,Katakwi,UG,1.8911,33.9661,82.44,33,68,13.82,broken clouds
654,Acari,PE,-15.4311,-74.6158,81.16,55,40,10.2,scattered clouds
655,Carira,BR,-10.3608,-37.7011,89.13,36,64,15.59,broken clouds
656,Severnyy,RU,50.677,36.5532,35.64,80,75,8.95,broken clouds
657,Katherine,AU,-14.4667,132.2667,80.92,44,30,8.05,scattered clouds
658,Ocos,GT,14.5094,-92.1933,91.58,61,6,13.02,clear sky
659,Brora,GB,58.0099,-3.8518,49.05,83,100,18.95,overcast clouds
660,Saint-Quentin,FR,49.8333,3.3333,44.69,64,85,5.32,overcast clouds
661,Angoche,MZ,-16.2325,39.9086,78.69,76,5,5.91,clear sky
662,Vao,NC,-22.6667,167.4833,78.71,88,100,21.54,overcast clouds
663,Wewak,PG,-3.5534,143.6268,79.83,83,99,2.95,light rain
664,Novodugino,RU,55.6305,34.2842,21.25,90,100,4.09,overcast clouds
665,Zhengjiatun,CN,43.5064,123.5064,48.13,42,0,23.8,clear sky
666,Pauini,BR,-7.7136,-66.9764,88.3,51,51,2.59,broken clouds
